,state_id,demographic,equipment_quality,relative_probability,probability_density
0,48,White,0.0,0.0,0.0
1,48,White,0.0101,0.0,0.0
2,48,White,0.0202,0.0,0.0
3,48,White,0.0303,0.0,0.0
4,48,White,0.0404,0.0,0.0
5,48,White,0.0505,0.0,0.0
6,48,White,0.0606,0.0,0.0
7,48,White,0.0707,0.0,0.0
8,48,White,0.0808,0.0,0.0
9,48,White,0.0909,0.0,0.0
10,48,White,0.101,0.0,0.0
11,48,White,0.1111,0.0,0.0
12,48,White,0.1212,0.0,0.0
13,48,White,0.1313,0.0,0.0
14,48,White,0.1414,0.0,0.0
15,48,White,0.1515,0.0,0.0
16,48,White,0.1616,0.0,0.0
17,48,White,0.1717,0.0,0.0
18,48,White,0.1818,0.0,0.0
19,48,White,0.1919,0.0,0.0
20,48,White,0.202,0.0,0.0
21,48,White,0.2121,0.0,0.0
22,48,White,0.2222,0.0,0.0
23,48,White,0.2323,0.0,0.0
24,48,White,0.2424,0.0,0.0
25,48,White,0.2525,0.0,0.0
26,48,White,0.2626,0.0,0.0
27,48,White,0.2727,0.0,0.0
28,48,White,0.2828,0.0,0.0
29,48,White,0.2929,0.0,0.0
30,48,White,0.303,0.0,0.0
31,48,White,0.3131,0.0,0.0
32,48,White,0.3232,0.0,0.0
33,48,White,0.3333,0.0,0.0
34,48,White,0.3434,0.0,0.0
35,48,White,0.3535,0.0,0.0
36,48,White,0.3636,0.0,0.0
37,48,White,0.3737,0.0,0.0
38,48,White,0.3838,0.0,0.0
39,48,White,0.3939,0.0,0.0
40,48,White,0.404,0.0,0.0
41,48,White,0.4141,0.0,0.0
42,48,White,0.4242,0.0,0.0
43,48,White,0.4343,0.0,0.0
44,48,White,0.4444,0.0,0.0
45,48,White,0.4545,0.0,0.0
46,48,White,0.4646,0.0,0.0
47,48,White,0.4747,0.0,0.0
48,48,White,0.4848,0.0,0.0
49,48,White,0.4949,0.0,0.0
50,48,White,0.5051,0.0,0.0
51,48,White,0.5152,0.0,0.0
52,48,White,0.5253,0.0,0.0
53,48,White,0.5354,0.0,0.0
54,48,White,0.5455,0.0,0.0
55,48,White,0.5556,0.0,0.0
56,48,White,0.5657,0.0,0.0
57,48,White,0.5758,0.0,0.0
58,48,White,0.5859,0.0,0.0
59,48,White,0.596,0.0,0.0
60,48,White,0.6061,0.0,0.0
61,48,White,0.6162,0.0,0.0
62,48,White,0.6263,0.0,0.0
63,48,White,0.6364,0.0,0.0
64,48,White,0.6465,0.0,0.0
65,48,White,0.6566,0.0,0.0
66,48,White,0.6667,0.0,0.0
67,48,White,0.6768,0.0,0.0
68,48,White,0.6869,0.0,0.0
69,48,White,0.697,0.0,0.0
70,48,White,0.7071,0.0,0.0
71,48,White,0.7172,0.0,0.0
72,48,White,0.7273,0.0,0.0
73,48,White,0.7374,0.0,0.0
74,48,White,0.7475,0.0,0.0
75,48,White,0.7576,0.0,0.0
76,48,White,0.7677,0.0,0.0
77,48,White,0.7778,0.0,0.0
78,48,White,0.7879,0.0,0.0
79,48,White,0.798,0.0,0.0
80,48,White,0.8081,0.0,0.0
81,48,White,0.8182,0.0,0.0
82,48,White,0.8283,0.0,0.0
83,48,White,0.8384,0.0,0.0
84,48,White,0.8485,0.0,0.0
85,48,White,0.8586,0.0,0.0
86,48,White,0.8687,0.0,0.0
87,48,White,0.8788,0.0,0.0001
88,48,White,0.8889,0.0134,0.6
89,48,White,0.899,0.1248,5.5927
90,48,White,0.9091,0.5589,25.0387
91,48,White,0.9192,1.0,44.8025
92,48,White,0.9293,0.4588,20.5542
93,48,White,0.9394,0.0249,1.1176
94,48,White,0.9495,0.0,0.0001
95,48,White,0.9596,0.0,0.0
96,48,White,0.9697,0.0,0.0
97,48,White,0.9798,0.0,0.0
98,48,White,0.9899,0.0,0.0
99,48,White,1.0,0.0,0.0
100,48,Hispanic,0.0,0.0,0.0
101,48,Hispanic,0.0101,0.0,0.0
102,48,Hispanic,0.0202,0.0,0.0
103,48,Hispanic,0.0303,0.0,0.0
104,48,Hispanic,0.0404,0.0,0.0
105,48,Hispanic,0.0505,0.0,0.0
106,48,Hispanic,0.0606,0.0,0.0
107,48,Hispanic,0.0707,0.0,0.0
108,48,Hispanic,0.0808,0.0,0.0
109,48,Hispanic,0.0909,0.0,0.0
110,48,Hispanic,0.101,0.0,0.0
111,48,Hispanic,0.1111,0.0,0.0
112,48,Hispanic,0.1212,0.0,0.0
113,48,Hispanic,0.1313,0.0,0.0
114,48,Hispanic,0.1414,0.0,0.0
115,48,Hispanic,0.1515,0.0,0.0
116,48,Hispanic,0.1616,0.0,0.0
117,48,Hispanic,0.1717,0.0,0.0
118,48,Hispanic,0.1818,0.0,0.0
119,48,Hispanic,0.1919,0.0,0.0
120,48,Hispanic,0.202,0.0,0.0
121,48,Hispanic,0.2121,0.0,0.0
122,48,Hispanic,0.2222,0.0,0.0
123,48,Hispanic,0.2323,0.0,0.0
124,48,Hispanic,0.2424,0.0,0.0
125,48,Hispanic,0.2525,0.0,0.0
126,48,Hispanic,0.2626,0.0,0.0
127,48,Hispanic,0.2727,0.0,0.0
128,48,Hispanic,0.2828,0.0,0.0
129,48,Hispanic,0.2929,0.0,0.0
130,48,Hispanic,0.303,0.0,0.0
131,48,Hispanic,0.3131,0.0,0.0
132,48,Hispanic,0.3232,0.0,0.0
133,48,Hispanic,0.3333,0.0,0.0
134,48,Hispanic,0.3434,0.0,0.0
135,48,Hispanic,0.3535,0.0,0.0
136,48,Hispanic,0.3636,0.0,0.0
137,48,Hispanic,0.3737,0.0,0.0
138,48,Hispanic,0.3838,0.0,0.0
139,48,Hispanic,0.3939,0.0,0.0
140,48,Hispanic,0.404,0.0,0.0
141,48,Hispanic,0.4141,0.0,0.0
142,48,Hispanic,0.4242,0.0,0.0
143,48,Hispanic,0.4343,0.0,0.0
144,48,Hispanic,0.4444,0.0,0.0
145,48,Hispanic,0.4545,0.0,0.0
146,48,Hispanic,0.4646,0.0,0.0
147,48,Hispanic,0.4747,0.0,0.0
148,48,Hispanic,0.4848,0.0,0.0
149,48,Hispanic,0.4949,0.0,0.0
150,48,Hispanic,0.5051,0.0,0.0
151,48,Hispanic,0.5152,0.0,0.0
152,48,Hispanic,0.5253,0.0,0.0
153,48,Hispanic,0.5354,0.0,0.0
154,48,Hispanic,0.5455,0.0,0.0
155,48,Hispanic,0.5556,0.0,0.0
156,48,Hispanic,0.5657,0.0,0.0
157,48,Hispanic,0.5758,0.0,0.0
158,48,Hispanic,0.5859,0.0,0.0
159,48,Hispanic,0.596,0.0,0.0
160,48,Hispanic,0.6061,0.0,0.0
161,48,Hispanic,0.6162,0.0,0.0
162,48,Hispanic,0.6263,0.0,0.0
163,48,Hispanic,0.6364,0.0,0.0
164,48,Hispanic,0.6465,0.0,0.0
165,48,Hispanic,0.6566,0.0,0.0
166,48,Hispanic,0.6667,0.0,0.0
167,48,Hispanic,0.6768,0.0,0.0
168,48,Hispanic,0.6869,0.0,0.0
169,48,Hispanic,0.697,0.0,0.0
170,48,Hispanic,0.7071,0.0,0.0005
171,48,Hispanic,0.7172,0.0125,0.3406
172,48,Hispanic,0.7273,0.1259,3.4239
173,48,Hispanic,0.7374,0.3472,9.4405
174,48,Hispanic,0.7475,0.746,20.2846
175,48,Hispanic,0.7576,1.0,27.1907
176,48,Hispanic,0.7677,0.806,21.9155
177,48,Hispanic,0.7778,0.4158,11.307
178,48,Hispanic,0.7879,0.1624,4.4165
179,48,Hispanic,0.798,0.0321,0.873
180,48,Hispanic,0.8081,0.0012,0.0339
181,48,Hispanic,0.8182,0.0,0.0
182,48,Hispanic,0.8283,0.0,0.0
183,48,Hispanic,0.8384,0.0,0.0
184,48,Hispanic,0.8485,0.0,0.0
185,48,Hispanic,0.8586,0.0,0.0
186,48,Hispanic,0.8687,0.0,0.0
187,48,Hispanic,0.8788,0.0,0.0
188,48,Hispanic,0.8889,0.0,0.0
189,48,Hispanic,0.899,0.0,0.0
190,48,Hispanic,0.9091,0.0,0.0
191,48,Hispanic,0.9192,0.0,0.0
192,48,Hispanic,0.9293,0.0,0.0
193,48,Hispanic,0.9394,0.0,0.0
194,48,Hispanic,0.9495,0.0,0.0
195,48,Hispanic,0.9596,0.0,0.0
196,48,Hispanic,0.9697,0.0,0.0
197,48,Hispanic,0.9798,0.0,0.0
198,48,Hispanic,0.9899,0.0,0.0
199,48,Hispanic,1.0,0.0,0.0
200,48,African American,0.0,0.0,0.0
201,48,African American,0.0101,0.0,0.0
202,48,African American,0.0202,0.0,0.0
203,48,African American,0.0303,0.0,0.0
204,48,African American,0.0404,0.0,0.0
205,48,African American,0.0505,0.0,0.0
206,48,African American,0.0606,0.0,0.0
207,48,African American,0.0707,0.0,0.0
208,48,African American,0.0808,0.0,0.0
209,48,African American,0.0909,0.0,0.0
210,48,African American,0.101,0.0,0.0
211,48,African American,0.1111,0.0,0.0
212,48,African American,0.1212,0.0,0.0
213,48,African American,0.1313,0.0,0.0
214,48,African American,0.1414,0.0,0.0
215,48,African American,0.1515,0.0,0.0
216,48,African American,0.1616,0.0,0.0
217,48,African American,0.1717,0.0,0.0
218,48,African American,0.1818,0.0,0.0
219,48,African American,0.1919,0.0,0.0
220,48,African American,0.202,0.0,0.0
221,48,African American,0.2121,0.0,0.0
222,48,African American,0.2222,0.0,0.0
223,48,African American,0.2323,0.0,0.0
224,48,African American,0.2424,0.0,0.0
225,48,African American,0.2525,0.0,0.0
226,48,African American,0.2626,0.0,0.0
227,48,African American,0.2727,0.0,0.0
228,48,African American,0.2828,0.0,0.0
229,48,African American,0.2929,0.0,0.0
230,48,African American,0.303,0.0,0.0
231,48,African American,0.3131,0.0,0.0
232,48,African American,0.3232,0.0,0.0
233,48,African American,0.3333,0.0,0.0
234,48,African American,0.3434,0.0,0.0
235,48,African American,0.3535,0.0,0.0
236,48,African American,0.3636,0.0,0.0
237,48,African American,0.3737,0.0,0.0
238,48,African American,0.3838,0.0,0.0
239,48,African American,0.3939,0.0,0.0
240,48,African American,0.404,0.0,0.0
241,48,African American,0.4141,0.0,0.0
242,48,African American,0.4242,0.0,0.0
243,48,African American,0.4343,0.0,0.0
244,48,African American,0.4444,0.0,0.0
245,48,African American,0.4545,0.0,0.0
246,48,African American,0.4646,0.0,0.0
247,48,African American,0.4747,0.0,0.0
248,48,African American,0.4848,0.0,0.0007
249,48,African American,0.4949,0.0015,0.0265
250,48,African American,0.5051,0.008,0.1379
251,48,African American,0.5152,0.0291,0.5001
252,48,African American,0.5253,0.1004,1.7267
253,48,African American,0.5354,0.3073,5.286
254,48,African American,0.5455,0.5548,9.5437
255,48,African American,0.5556,0.86,14.7952
256,48,African American,0.5657,1.0,17.2028
257,48,African American,0.5758,0.9401,16.1716
258,48,African American,0.5859,0.7754,13.3392
259,48,African American,0.596,0.5592,9.6201
260,48,African American,0.6061,0.3411,5.8678
261,48,African American,0.6162,0.1622,2.7904
262,48,African American,0.6263,0.0752,1.2939
263,48,African American,0.6364,0.0306,0.5257
264,48,African American,0.6465,0.0078,0.1341
265,48,African American,0.6566,0.0035,0.0594
266,48,African American,0.6667,0.0027,0.0457
267,48,African American,0.6768,0.0005,0.0084
268,48,African American,0.6869,0.0,0.0
269,48,African American,0.697,0.0,0.0
270,48,African American,0.7071,0.0,0.0
271,48,African American,0.7172,0.0,0.0
272,48,African American,0.7273,0.0,0.0
273,48,African American,0.7374,0.0,0.0
274,48,African American,0.7475,0.0,0.0
275,48,African American,0.7576,0.0,0.0
276,48,African American,0.7677,0.0,0.0
277,48,African American,0.7778,0.0,0.0
278,48,African American,0.7879,0.0,0.0
279,48,African American,0.798,0.0,0.0
280,48,African American,0.8081,0.0,0.0
281,48,African American,0.8182,0.0,0.0
282,48,African American,0.8283,0.0,0.0
283,48,African American,0.8384,0.0,0.0
284,48,African American,0.8485,0.0,0.0
285,48,African American,0.8586,0.0,0.0
286,48,African American,0.8687,0.0,0.0
287,48,African American,0.8788,0.0,0.0
288,48,African American,0.8889,0.0,0.0
289,48,African American,0.899,0.0,0.0
290,48,African American,0.9091,0.0,0.0
291,48,African American,0.9192,0.0,0.0
292,48,African American,0.9293,0.0,0.0
293,48,African American,0.9394,0.0,0.0
294,48,African American,0.9495,0.0,0.0
295,48,African American,0.9596,0.0,0.0
296,48,African American,0.9697,0.0,0.0
297,48,African American,0.9798,0.0,0.0
298,48,African American,0.9899,0.0,0.0
299,48,African American,1.0,0.0,0.0
